0  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  4.62583  -5.3879  -1.90599  2.59183  0.192341  237.285    2.808
-211  0  -211  0.447896  -0.344265  -0.177393  2.59183  0.192341  237.285    0.140
1  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  -1.03939  -0.0307077  6.11358  2.88841  -0.0487017  240.314    2.808
-211  0  -211  -0.0473599  -0.0108061  0.114467  2.88841  -0.0487017  240.314    0.140
2  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  -0.0842693  -0.0935953  5.90527  2.72357  -0.0793172  236.106    2.808
-211  0  -211  0.0541837  -0.0133512  0.639072  2.72357  -0.0793172  236.106    0.140
3  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  0.0930066  -0.160655  6.44617  2.54327  0.167333  270.68    2.808
-211  0  -211  -0.0145794  0.105007  0.506726  2.54327  0.167333  270.68    0.140
4  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  -0.06307  0.142813  7.13015  2.682  -0.103115  232.797    2.808
-211  0  -211  -0.120531  -0.0315269  0.466664  2.682  -0.103115  232.797    0.140
5  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  0.0821998  -0.190065  6.24663  2.83628  -0.0808914  241.266    2.808
-211  0  -211  -0.031003  0.0965089  0.285207  2.83628  -0.0808914  241.266    0.140
6  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  0.0264825  -0.208944  7.12848  2.58934  -0.0211839  240.718    2.808
-211  0  -211  0.0918232  -0.0673052  0.663096  2.58934  -0.0211839  240.718    0.140
7  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  0.0336368  -0.119028  6.02486  2.56462  0.159292  226.163    2.808
-211  0  -211  0.0502502  0.0948417  0.506915  2.56462  0.159292  226.163    0.140
8  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  0.0400087  0.0296978  6.4306  2.82352  -0.0402525  234.74    2.808
-211  0  -211  -0.0919055  0.0701809  0.526049  2.82352  -0.0402525  234.74    0.140
9  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  0.0596081  -0.192273  6.82407  2.78384  -0.147226  240.742    2.808
-211  0  -211  0.122848  0.000594084  0.535832  2.78384  -0.147226  240.742    0.140
10  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  0.117688  0.114358  6.08794  2.60515  -0.0424345  234.981    2.808
-211  0  -211  -0.063429  -0.0509017  0.588235  2.60515  -0.0424345  234.981    0.140
11  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  -0.027674  0.207689  6.67883  2.75992  0.040146  234.057    2.808
-211  0  -211  -0.114459  -0.0348437  0.472029  2.75992  0.040146  234.057    0.140
12  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  0.154842  0.0188732  6.34419  2.82103  -0.059765  240.107    2.808
-211  0  -211  -0.096875  0.00780767  0.558447  2.82103  -0.059765  240.107    0.140
13  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  2.34415  0.308201  6.67241  2.66061  -0.132327  257.735    2.808
-211  0  -211  0.260214  -0.0568185  0.643628  2.66061  -0.132327  257.735    0.140
14  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  -0.122085  0.0970786  6.76499  2.55384  0.0787993  240.231    2.808
-211  0  -211  0.104433  0.0451482  0.525667  2.55384  0.0787993  240.231    0.140
15  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  -0.223624  -0.0401303  6.24919  2.77754  0.02499  228.639    2.808
-211  0  -211  0.0685117  0.0852644  0.457161  2.77754  0.02499  228.639    0.140
16  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  0.195043  0.00131494  7.17027  2.87299  0.11501  238.548    2.808
-211  0  -211  -0.0882947  0.0145847  0.267893  2.87299  0.11501  238.548    0.140
17  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  -0.117436  0.0979458  6.5519  2.51744  -0.0529787  228.853    2.808
-211  0  -211  -0.0500653  -0.0303638  0.157113  2.51744  -0.0529787  228.853    0.140
18  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  0.0386412  -0.132054  6.13474  2.80734  -0.0515346  230.213    2.808
-211  0  -211  -0.0301668  0.0830228  0.578596  2.80734  -0.0515346  230.213    0.140
19  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  -0.0805796  0.0956834  6.8569  2.66728  -0.0535802  260.802    2.808
-211  0  -211  -0.0961361  0.0840542  0.549815  2.66728  -0.0535802  260.802    0.140
20  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  -0.0398551  0.0140295  6.32676  2.81967  -0.00297752  245.354    2.808
-211  0  -211  0.0934003  0.0311432  0.241129  2.81967  -0.00297752  245.354    0.140
21  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  0.0160213  0.192867  7.0134  2.65073  -0.051787  238.461    2.808
-211  0  -211  0.0408612  0.0215977  0.15463  2.65073  -0.051787  238.461    0.140
22  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  -0.0196603  0.107152  6.11487  2.48576  -0.00145298  235.099    2.808
-211  0  -211  -0.00869412  -0.00920817  0.696723  2.48576  -0.00145298  235.099    0.140
23  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  -0.0277859  -0.0829019  6.39766  2.71711  0.0628883  234.123    2.808
-211  0  -211  -0.0474951  0.0878443  0.253555  2.71711  0.0628883  234.123    0.140
24  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  0.351973  -0.0877173  6.56636  2.50747  0.0383919  246.373    2.808
-211  0  -211  0.043677  -0.0361878  0.741364  2.50747  0.0383919  246.373    0.140
25  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  -0.204673  0.296514  6.79336  2.82721  0.158582  252.546    2.808
-211  0  -211  0.0337312  0.127227  0.569456  2.82721  0.158582  252.546    0.140
26  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  -0.124644  0.115761  6.12467  2.60158  0.204857  233.125    2.808
-211  0  -211  -0.0261417  -0.111053  0.466189  2.60158  0.204857  233.125    0.140
27  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  -0.243331  0.189129  6.66514  2.64725  -0.0236151  250.996    2.808
-211  0  -211  0.0791398  -0.0122192  0.611133  2.64725  -0.0236151  250.996    0.140
28  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  0.129429  0.0693544  6.68604  2.83651  -0.119857  227.812    2.808
-211  0  -211  -0.0335541  -0.109361  0.489024  2.83651  -0.119857  227.812    0.140
29  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  -0.366148  -0.481298  7.04096  2.77218  0.0348363  248.214    2.808
-211  0  -211  0.0679374  0.0514888  0.458483  2.77218  0.0348363  248.214    0.140
30  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  0.326655  0.0514478  7.24278  2.649  0.0515764  248.689    2.808
-211  0  -211  -0.101405  0.00370094  0.398021  2.649  0.0515764  248.689    0.140
31  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  -0.19262  0.260774  7.50926  2.67642  -0.0468205  263.833    2.808
-211  0  -211  0.038541  -0.0949309  0.50027  2.67642  -0.0468205  263.833    0.140
32  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  0.00585018  -0.0611229  6.4913  2.63484  0.0930465  249.853    2.808
-211  0  -211  0.10487  0.0452719  0.319547  2.63484  0.0930465  249.853    0.140
33  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  0.0952718  -0.0141158  7.14647  2.82732  0.150574  227.159    2.808
-211  0  -211  0.0978458  0.0706474  0.594752  2.82732  0.150574  227.159    0.140
34  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  0.169333  0.00428709  6.09901  2.52802  0.00191482  229.34    2.808
-211  0  -211  -0.0735489  0.0116939  0.606184  2.52802  0.00191482  229.34    0.140
35  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  0.170471  -0.293389  6.23605  2.78102  0.0901634  244.507    2.808
-211  0  -211  0.0679435  0.0290237  0.648138  2.78102  0.0901634  244.507    0.140
36  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  0.139058  -0.0518289  6.23599  2.66941  0.175346  231.104    2.808
-211  0  -211  -0.0719901  0.0208568  0.622133  2.66941  0.175346  231.104    0.140
37  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  0.113848  0.0725825  6.09516  2.48413  -0.0295253  245.804    2.808
-211  0  -211  0.0561572  0.101347  0.556518  2.48413  -0.0295253  245.804    0.140
38  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  -1.88689  1.48935  7.18009  2.61906  0.153327  241.816    2.808
-211  0  -211  -0.129558  0.0486106  0.192184  2.61906  0.153327  241.816    0.140
39  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  -0.114292  -0.22442  6.88515  2.65024  0.026579  273.571    2.808
-211  0  -211  -0.059222  -0.0476595  0.185156  2.65024  0.026579  273.571    0.140
40  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  0.0423896  0.0989281  6.80558  2.68697  0.133274  277.95    2.808
-211  0  -211  0.0441535  -0.105071  0.52894  2.68697  0.133274  277.95    0.140
41  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  0.766392  -3.04941  6.67287  2.68859  0.0268092  243.218    2.808
-211  0  -211  -0.0204633  -0.121133  0.154677  2.68859  0.0268092  243.218    0.140
42  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  0.108309  0.153912  6.86047  2.57603  -0.138257  236.796    2.808
-211  0  -211  0.119267  -0.00648389  0.592323  2.57603  -0.138257  236.796    0.140
43  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  -0.102154  -0.0730307  6.70055  2.64883  -0.19724  266.52    2.808
-211  0  -211  0.0361336  -0.00567793  0.739866  2.64883  -0.19724  266.52    0.140
44  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  0.243334  0.109922  6.94162  2.71728  -0.0755206  231.161    2.808
-211  0  -211  0.0170372  0.0238122  0.13746  2.71728  -0.0755206  231.161    0.140
45  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  0.220007  -0.214454  7.31363  2.54722  -0.133779  273.211    2.808
-211  0  -211  -0.100046  0.030803  0.493195  2.54722  -0.133779  273.211    0.140
46  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  0.0798649  0.0584794  6.7453  2.83944  0.0655021  245.636    2.808
-211  0  -211  -0.0821261  -0.000964111  0.215063  2.83944  0.0655021  245.636    0.140
47  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  0.0470963  0.00870911  6.33763  2.86474  -0.0768178  243.846    2.808
-211  0  -211  -0.0776486  0.0595731  0.596108  2.86474  -0.0768178  243.846    0.140
48  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  -0.130379  -0.245524  6.60653  2.82225  -0.08062  243.094    2.808
-211  0  -211  0.0871289  0.0623093  0.408725  2.82225  -0.08062  243.094    0.140
49  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  0.20003  0.100577  6.10484  2.47089  0.0843675  249.817    2.808
-211  0  -211  -0.0776917  0.050502  0.564026  2.47089  0.0843675  249.817    0.140
50  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  -0.0234881  -0.306056  6.67663  2.57499  -0.0536291  249.611    2.808
-211  0  -211  -0.00993502  0.101832  0.359721  2.57499  -0.0536291  249.611    0.140
51  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  -4.44515  -0.584719  5.2987  2.6959  0.0813781  260.715    2.808
-211  0  -211  -0.111005  -0.0180419  0.0888375  2.6959  0.0813781  260.715    0.140
52  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  -0.153708  -0.0265564  6.00571  2.48674  -0.052692  255.412    2.808
-211  0  -211  0.106079  0.0288309  0.451453  2.48674  -0.052692  255.412    0.140
53  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  -0.0212903  -0.174064  6.31144  2.63311  0.133231  236.655    2.808
-211  0  -211  0.0582955  0.0549899  0.617585  2.63311  0.133231  236.655    0.140
54  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  0.0681417  -0.445936  6.77712  2.54465  0.0588041  229.108    2.808
-211  0  -211  -0.0664232  0.0688895  0.336112  2.54465  0.0588041  229.108    0.140
55  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  0.00789375  0.000667346  7.26379  2.74942  -0.0830235  231.506    2.808
-211  0  -211  0.0832088  0.0586753  0.287357  2.74942  -0.0830235  231.506    0.140
56  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  0.0617903  -0.053773  5.80622  2.67407  -0.156202  244.21    2.808
-211  0  -211  -0.0932551  0.072058  0.362984  2.67407  -0.156202  244.21    0.140
57  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  0.0431676  -0.351598  6.65903  2.80961  0.12518  231.675    2.808
-211  0  -211  -0.11656  -0.0158809  0.357917  2.80961  0.12518  231.675    0.140
58  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  0.143831  0.16449  6.59504  2.73218  -0.0195971  244.543    2.808
-211  0  -211  0.0959542  -0.0701917  0.349249  2.73218  -0.0195971  244.543    0.140
59  3  0.  0.
-1  6  12  0  0  32.1023  0.  0.  -200.  11.178
-1  2  3  -0.0719992  0.00919279  6.36698  2.61778  -0.235753  247.048    2.808
